RHS;color;consumption;enginecc;fuel;lenght;location;make;mileage;model;power;price;start_production_year;torque;year
power;?;9.0;?;0.89;?;?;0.0;33000.0;?;9.0;500.0;1.0;?;2.0
power;5.0;9.0;172.0;0.89;392.0;9.0;0.0;?;10.0;9.0;2000.0;1.0;?;3.0
power;4.0;11.0;172.0;0.89;630.0;11.0;?;18000.0;?;9.0;1000.0;1.0;3.0;0.0
power;5.0;9.0;172.0;?;392.0;9.0;0.0;?;?;9.0;?;1.0;?;3.0
power;?;9.0;172.0;0.89;?;?;0.0;?;10.0;9.0;500.0;1.0;3.0;?
power;4.0;11.0;172.0;0.89;630.0;?;4.0;?;?;9.0;1000.0;1.0;3.0;0.0
power;?;11.0;?;0.89;?;?;?;18000.0;?;9.0;1000.0;1.0;?;0.0
power;?;9.0;172.0;0.89;?;?;0.0;?;10.0;9.0;500.0;1.0;3.0;2.0
power;5.0;9.0;172.0;0.89;392.0;?;0.0;?;?;9.0;?;1.0;3.0;?
power;?;?;172.0;?;?;9.0;0.0;?;10.0;9.0;2000.0;1.0;?;?
power;5.0;9.0;172.0;0.89;392.0;?;0.0;33000.0;?;9.0;500.0;1.0;3.0;?
power;?;9.0;?;0.89;?;9.0;0.0;?;?;9.0;2000.0;1.0;?;3.0
power;?;9.0;172.0;0.89;?;9.0;0.0;?;10.0;9.0;2000.0;1.0;?;3.0
power;4.0;11.0;172.0;?;630.0;11.0;4.0;?;?;9.0;1000.0;1.0;?;0.0
power;5.0;9.0;172.0;0.89;?;9.0;0.0;?;10.0;9.0;?;1.0;?;?
power;3.0;11.0;38.0;0.0;138.0;?;9.0;?;6.0;8.0;1000.0;2.0;1.0;2.0
power;?;?;?;?;?;?;?;?;?;8.0;300.0;?;?;?
power;3.0;?;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;2.0;1.0;?
power;3.0;?;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;?;1.0;2.0
power;3.0;11.0;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;2.0;1.0;2.0
power;3.0;11.0;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;?;1.0;?
power;3.0;11.0;?;0.0;?;8.0;?;?;?;8.0;1000.0;2.0;1.0;2.0
power;4.0;11.0;38.0;0.0;?;10.0;?;?;5.0;8.0;?;?;1.0;3.0
power;4.0;11.0;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;2.0;1.0;3.0
power;?;11.0;?;0.0;?;10.0;?;?;5.0;8.0;?;2.0;1.0;3.0
power;3.0;11.0;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;?;1.0;2.0
power;4.0;11.0;38.0;0.0;138.0;?;9.0;?;5.0;8.0;?;2.0;1.0;3.0
power;4.0;11.0;38.0;0.0;138.0;10.0;?;62000.0;?;8.0;?;2.0;1.0;?
power;3.0;11.0;38.0;0.0;138.0;8.0;9.0;?;?;8.0;1000.0;2.0;1.0;2.0
power;?;11.0;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;?
power;4.0;?;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;2.0;1.0;?
power;3.0;11.0;38.0;0.0;138.0;?;9.0;55000.0;?;8.0;1000.0;2.0;1.0;2.0
power;4.0;11.0;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;3.0
power;3.0;11.0;38.0;0.0;138.0;8.0;9.0;55000.0;?;8.0;1000.0;2.0;1.0;2.0
power;3.0;11.0;38.0;0.0;138.0;8.0;?;55000.0;?;8.0;1000.0;2.0;1.0;?
power;4.0;?;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;?
power;3.0;11.0;38.0;0.0;?;8.0;?;?;6.0;8.0;1000.0;?;1.0;2.0
power;3.0;?;38.0;0.0;138.0;8.0;?;?;6.0;8.0;?;?;1.0;2.0
power;?;?;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;?;?;?;?;5.0;8.0;?;2.0;1.0;3.0
power;4.0;11.0;38.0;0.0;138.0;?;9.0;?;5.0;8.0;?;2.0;1.0;?
power;3.0;?;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;?;1.0;?
power;3.0;?;38.0;0.0;138.0;8.0;?;?;6.0;8.0;1000.0;2.0;1.0;2.0
power;?;11.0;38.0;0.0;138.0;8.0;?;?;6.0;8.0;?;?;1.0;2.0
power;4.0;?;38.0;0.0;138.0;?;?;?;5.0;8.0;?;?;1.0;3.0
power;4.0;11.0;38.0;0.0;138.0;10.0;9.0;?;5.0;8.0;?;2.0;1.0;?
power;4.0;11.0;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;?
power;3.0;11.0;38.0;0.0;138.0;8.0;9.0;?;6.0;8.0;1000.0;2.0;1.0;?
power;?;11.0;?;0.0;?;8.0;?;?;6.0;8.0;1000.0;2.0;1.0;2.0
power;4.0;?;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;3.0
power;0.0;10.0;210.0;0.89;?;11.0;?;?;11.0;6.0;?;?;2.0;1.0
power;0.0;10.0;?;0.89;?;?;?;?;?;6.0;5000.0;?;2.0;1.0
power;0.0;10.0;210.0;?;249.0;11.0;?;?;?;6.0;?;?;2.0;1.0
power;0.0;10.0;210.0;0.89;249.0;?;9.0;?;?;6.0;5000.0;?;2.0;?
power;0.0;?;?;0.89;249.0;11.0;?;?;?;6.0;?;?;2.0;1.0
power;0.0;10.0;210.0;0.89;249.0;?;9.0;43000.0;?;6.0;5000.0;?;2.0;1.0
power;0.0;10.0;?;?;?;?;9.0;43000.0;?;6.0;?;?;?;1.0
power;0.0;10.0;210.0;0.89;249.0;11.0;9.0;?;11.0;6.0;5000.0;?;2.0;?
power;0.0;10.0;210.0;0.89;249.0;11.0;?;43000.0;?;6.0;?;?;2.0;1.0
power;0.0;?;?;0.89;249.0;?;?;?;?;6.0;5000.0;?;2.0;1.0
power;0.0;10.0;?;0.89;249.0;?;?;?;11.0;6.0;5000.0;?;2.0;1.0
power;0.0;10.0;?;0.89;249.0;11.0;?;?;11.0;6.0;?;?;2.0;?
power;0.0;?;?;0.89;249.0;?;?;?;?;6.0;?;?;2.0;1.0
power;0.0;10.0;210.0;0.89;249.0;11.0;?;?;11.0;6.0;?;?;2.0;1.0
power;0.0;10.0;210.0;0.89;249.0;11.0;9.0;43000.0;?;6.0;5000.0;?;2.0;1.0
power;0.0;10.0;210.0;0.89;249.0;?;?;?;11.0;6.0;5000.0;?;?;1.0
power;0.0;10.0;210.0;0.89;249.0;11.0;?;?;11.0;6.0;5000.0;?;?;1.0
power;0.0;10.0;210.0;0.89;249.0;?;9.0;?;?;6.0;?;?;2.0;1.0
power;?;?;?;?;?;?;?;?;?;6.0;?;0.0;?;?
power;4.0;?;?;0.0;243.0;8.0;?;30000.0;10.0;5.0;?;?;1.0;1.0
power;4.0;12.0;?;0.0;5.0;9.0;0.0;51000.0;1.0;5.0;6000.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;2.0;1.0;4.0
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;1.0
power;?;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
power;4.0;12.0;?;0.0;5.0;9.0;0.0;51000.0;?;5.0;?;2.0;1.0;?
power;0.0;?;?;0.0;243.0;8.0;?;?;10.0;5.0;?;?;1.0;2.0
power;4.0;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;6000.0;2.0;1.0;4.0
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;2.0;1.0;1.0
power;4.0;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;?;30000.0;?;5.0;?;2.0;1.0;1.0
power;0.0;?;?;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;?;1.0;2.0
power;4.0;?;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;?;1.0;?
power;0.0;?;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
power;?;?;?;0.0;243.0;8.0;?;?;10.0;5.0;3000.0;2.0;1.0;1.0
power;?;?;?;0.0;5.0;11.0;0.0;?;1.0;5.0;?;2.0;1.0;?
power;4.0;?;?;0.0;5.0;?;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
power;?;?;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;?;8.0;4.0;30000.0;?;5.0;?;2.0;1.0;1.0
power;5.0;12.0;?;0.0;5.0;?;0.0;58000.0;0.0;5.0;7300.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
power;?;?;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;?
power;0.0;11.0;?;0.0;243.0;8.0;4.0;37000.0;?;5.0;4300.0;2.0;1.0;2.0
power;4.0;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;?;1.0;4.0
power;?;?;?;0.0;5.0;11.0;0.0;?;1.0;5.0;4500.0;?;1.0;?
power;4.0;?;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;?;1.0;3.0
power;?;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;4.0
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;1.0;5.0;4500.0;2.0;1.0;?
power;?;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;5.0
power;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;6000.0;2.0;1.0;?
power;4.0;?;?;0.0;5.0;9.0;0.0;51000.0;1.0;5.0;?;2.0;1.0;?
power;4.0;?;?;0.0;5.0;?;0.0;?;0.0;5.0;?;?;1.0;?
power;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;6000.0;2.0;1.0;4.0
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;?
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;?;1.0;2.0
power;4.0;?;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;2.0;1.0;?
power;4.0;?;?;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;?;1.0;?
power;?;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;?;1.0;1.0
power;5.0;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;7300.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;2.0;1.0;3.0
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;4.0
power;5.0;?;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;3000.0;2.0;1.0;1.0
power;4.0;11.0;?;0.0;243.0;?;4.0;30000.0;?;5.0;3000.0;2.0;1.0;1.0
power;4.0;11.0;?;0.0;243.0;8.0;4.0;30000.0;?;5.0;3000.0;2.0;1.0;1.0
power;?;?;?;0.0;5.0;11.0;0.0;?;1.0;5.0;?;?;1.0;?
power;?;?;?;0.0;5.0;?;0.0;51000.0;1.0;5.0;?;2.0;1.0;?
power;?;?;?;0.0;5.0;9.0;0.0;58000.0;0.0;5.0;?;2.0;1.0;?
power;?;?;?;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
power;?;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;2.0;1.0;3.0
power;4.0;12.0;?;0.0;5.0;11.0;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;45000.0;1.0;5.0;4500.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;52000.0;0.0;5.0;5800.0;2.0;1.0;?
power;5.0;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;?;8.0;?;30000.0;?;5.0;3000.0;2.0;1.0;1.0
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;2.0;1.0;4.0
power;4.0;?;?;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
power;0.0;11.0;?;0.0;243.0;?;4.0;37000.0;?;5.0;4300.0;2.0;1.0;2.0
power;4.0;?;?;0.0;5.0;11.0;0.0;?;1.0;5.0;?;?;1.0;3.0
power;0.0;11.0;?;0.0;243.0;8.0;?;37000.0;?;5.0;?;2.0;1.0;?
power;5.0;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
power;5.0;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;1.0;5.0;?;?;1.0;3.0
power;4.0;?;?;0.0;5.0;11.0;0.0;?;1.0;5.0;?;?;1.0;?
power;4.0;?;?;0.0;5.0;?;0.0;?;1.0;5.0;?;?;1.0;3.0
power;0.0;11.0;?;0.0;?;8.0;?;37000.0;?;5.0;4300.0;2.0;1.0;2.0
power;4.0;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;4.0
power;4.0;12.0;?;0.0;5.0;?;0.0;45000.0;1.0;5.0;4500.0;2.0;1.0;3.0
power;?;?;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
power;0.0;11.0;?;0.0;243.0;8.0;4.0;37000.0;?;5.0;4300.0;2.0;1.0;?
power;?;11.0;?;0.0;?;8.0;4.0;30000.0;?;5.0;?;2.0;1.0;1.0
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;2.0
power;0.0;?;?;0.0;243.0;8.0;4.0;37000.0;10.0;5.0;4300.0;?;1.0;?
power;4.0;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;?;1.0;4.0
power;0.0;?;?;0.0;243.0;8.0;?;37000.0;10.0;5.0;?;?;1.0;2.0
power;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
power;5.0;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;7300.0;2.0;1.0;?
power;?;?;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;?;1.0;1.0
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;?
power;4.0;?;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;?;1.0;1.0
power;0.0;11.0;?;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
power;0.0;?;?;0.0;243.0;8.0;?;?;10.0;5.0;?;2.0;1.0;?
power;4.0;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;6000.0;?;1.0;?
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;2.0
power;0.0;?;?;0.0;243.0;8.0;?;?;10.0;5.0;4300.0;2.0;1.0;2.0
power;4.0;?;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;?
power;?;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;6000.0;2.0;1.0;4.0
power;?;?;?;0.0;5.0;?;0.0;45000.0;1.0;5.0;?;2.0;1.0;?
power;?;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;7300.0;2.0;1.0;5.0
power;4.0;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;2.0;1.0;?
power;?;?;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;2.0;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;2.0;1.0;1.0
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
power;?;?;0.0;?;?;?;?;?;?;5.0;?;?;?;?
power;4.0;12.0;?;0.0;5.0;?;0.0;52000.0;0.0;5.0;5800.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;45000.0;?;5.0;?;2.0;1.0;?
power;4.0;?;?;0.0;243.0;8.0;?;?;10.0;5.0;3000.0;2.0;1.0;1.0
power;4.0;12.0;?;0.0;5.0;?;0.0;51000.0;1.0;5.0;6000.0;2.0;1.0;?
power;?;?;?;0.0;5.0;?;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
power;0.0;11.0;?;0.0;?;8.0;?;?;?;5.0;4300.0;2.0;1.0;2.0
power;5.0;12.0;?;0.0;5.0;9.0;0.0;58000.0;0.0;5.0;?;2.0;1.0;?
power;?;12.0;?;0.0;5.0;?;0.0;?;0.0;5.0;7300.0;2.0;1.0;5.0
power;?;11.0;?;0.0;?;8.0;?;30000.0;?;5.0;3000.0;2.0;1.0;1.0
power;4.0;?;?;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;4.0
power;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
power;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;2.0;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;1.0;5.0;4500.0;2.0;1.0;3.0
power;4.0;?;?;0.0;5.0;?;0.0;45000.0;1.0;5.0;?;2.0;1.0;3.0
power;4.0;11.0;?;0.0;243.0;8.0;4.0;30000.0;?;5.0;3000.0;2.0;1.0;?
power;0.0;11.0;?;0.0;?;8.0;4.0;37000.0;?;5.0;?;2.0;1.0;2.0
power;4.0;12.0;?;0.0;5.0;9.0;0.0;?;1.0;5.0;6000.0;2.0;1.0;?
power;?;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;?;1.0;?
power;4.0;12.0;?;0.0;5.0;11.0;0.0;?;0.0;5.0;5800.0;2.0;1.0;?
power;4.0;?;?;0.0;5.0;9.0;0.0;?;1.0;5.0;?;?;1.0;?
power;?;?;?;0.0;?;?;?;25000.0;8.0;3.0;4000.0;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;9.0;?;5.0;3.0;?;1.0;1.0;2.0
power;?;11.0;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;4.0;?;38.0;0.0;381.0;?;?;25000.0;8.0;3.0;?;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;9.0;10000.0;5.0;3.0;5500.0;1.0;1.0;?
power;4.0;?;38.0;0.0;381.0;?;9.0;25000.0;?;3.0;4000.0;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;?;25000.0;8.0;3.0;?;1.0;1.0;1.0
power;4.0;?;?;0.0;?;10.0;?;25000.0;?;3.0;4000.0;1.0;1.0;1.0
power;5.0;?;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;5500.0;1.0;1.0;1.0
power;?;11.0;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;?
power;4.0;?;?;0.0;?;?;?;25000.0;8.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;5.0;11.0;38.0;0.0;143.0;10.0;9.0;4000.0;5.0;3.0;7000.0;1.0;1.0;?
power;4.0;?;38.0;0.0;381.0;10.0;?;25000.0;8.0;3.0;4000.0;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;9.0;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;?;?;8.0;3.0;?;1.0;1.0;?
power;?;?;38.0;0.0;143.0;12.0;?;10000.0;5.0;3.0;?;1.0;1.0;?
power;5.0;11.0;38.0;0.0;143.0;?;9.0;?;5.0;3.0;?;1.0;1.0;1.0
power;?;11.0;38.0;0.0;?;?;9.0;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;?;11.0;?;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;143.0;?;9.0;10000.0;5.0;3.0;?;?;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;?;10000.0;?;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;9.0;25000.0;?;3.0;4000.0;1.0;1.0;1.0
power;?;11.0;38.0;0.0;?;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;?;11.0;?;0.0;?;?;?;10000.0;5.0;3.0;5500.0;1.0;1.0;1.0
power;?;11.0;38.0;0.0;143.0;12.0;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;5.0;?;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;?;25000.0;?;3.0;?;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;?;9.0;4000.0;5.0;3.0;?;1.0;1.0;?
power;?;11.0;38.0;0.0;?;10.0;9.0;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;?;?;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;?
power;5.0;11.0;38.0;0.0;143.0;12.0;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;?;10.0;?;?;8.0;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;?;9.0;25000.0;8.0;3.0;4000.0;1.0;1.0;1.0
power;?;11.0;?;0.0;143.0;?;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;?;11.0;38.0;0.0;?;?;9.0;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;?;11.0;38.0;0.0;143.0;?;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;5.0;?;38.0;0.0;143.0;12.0;?;10000.0;5.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;143.0;10.0;9.0;4000.0;5.0;3.0;?;?;1.0;?
power;5.0;11.0;38.0;0.0;143.0;?;9.0;4000.0;5.0;3.0;7000.0;1.0;1.0;2.0
power;5.0;11.0;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;5.0;11.0;38.0;0.0;143.0;10.0;?;4000.0;?;3.0;?;1.0;1.0;?
power;?;11.0;38.0;0.0;?;?;?;?;5.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;?;?;9.0;25000.0;?;3.0;?;1.0;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;10.0;9.0;4000.0;5.0;3.0;7000.0;1.0;1.0;2.0
power;5.0;?;38.0;0.0;143.0;?;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;?;11.0;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;?
power;5.0;11.0;38.0;0.0;143.0;?;9.0;10000.0;5.0;3.0;5500.0;1.0;1.0;1.0
power;?;11.0;?;0.0;?;10.0;?;4000.0;?;3.0;?;1.0;1.0;2.0
power;4.0;?;38.0;0.0;?;10.0;9.0;25000.0;?;3.0;?;1.0;1.0;1.0
power;?;11.0;?;0.0;?;10.0;?;4000.0;5.0;3.0;7000.0;1.0;1.0;2.0
power;4.0;?;38.0;0.0;381.0;10.0;?;?;8.0;3.0;4000.0;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;9.0;?;?;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;?;10.0;?;25000.0;8.0;3.0;?;1.0;1.0;1.0
power;?;5.0;?;?;?;?;?;?;?;3.0;?;?;?;?
power;?;?;38.0;0.0;?;10.0;9.0;25000.0;8.0;3.0;4000.0;?;1.0;1.0
power;5.0;11.0;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;?
power;4.0;?;38.0;0.0;?;10.0;?;?;8.0;3.0;?;1.0;1.0;?
power;?;11.0;?;0.0;143.0;?;?;4000.0;5.0;3.0;?;1.0;1.0;?
power;5.0;?;38.0;0.0;143.0;10.0;?;4000.0;5.0;3.0;?;1.0;1.0;2.0
power;4.0;?;38.0;0.0;381.0;10.0;9.0;?;8.0;3.0;4000.0;1.0;1.0;?
power;5.0;11.0;?;0.0;?;?;?;4000.0;?;3.0;7000.0;1.0;1.0;2.0
power;?;?;?;0.0;?;10.0;?;25000.0;?;3.0;4000.0;1.0;1.0;1.0
power;?;11.0;?;0.0;?;?;?;4000.0;?;3.0;?;1.0;1.0;2.0
power;5.0;11.0;38.0;0.0;143.0;10.0;9.0;4000.0;5.0;3.0;?;1.0;1.0;?
power;?;?;38.0;0.0;?;10.0;?;?;8.0;3.0;?;1.0;1.0;1.0
power;?;?;38.0;0.0;381.0;10.0;?;?;8.0;3.0;4000.0;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;?;9.0;?;?;3.0;?;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;?;9.0;25000.0;8.0;3.0;4000.0;1.0;1.0;?
power;?;11.0;?;0.0;?;?;?;4000.0;5.0;3.0;7000.0;1.0;1.0;2.0
power;4.0;?;38.0;0.0;?;10.0;?;?;8.0;3.0;4000.0;1.0;1.0;1.0
power;4.0;?;38.0;0.0;381.0;10.0;?;?;8.0;3.0;?;1.0;1.0;1.0
power;5.0;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;1500.0;0.0;?;1.0
power;5.0;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;1500.0;0.0;?;?
power;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;1300.0;0.0;?;1.0
power;?;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;1500.0;0.0;?;1.0
power;?;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;1300.0;0.0;?;1.0
power;?;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;?;0.0;?;?
power;4.0;?;0.0;0.0;?;8.0;0.0;?;1.0;0.0;1300.0;0.0;?;1.0
power;?;0.0;?;?;?;?;?;?;?;0.0;?;?;?;?
power;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;?;0.0;1300.0;0.0;?;1.0
power;5.0;?;0.0;0.0;?;?;0.0;6000.0;0.0;0.0;1500.0;0.0;?;1.0
power;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;?;0.0;?;1.0
power;?;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;?;0.0;?;1.0
power;?;?;0.0;0.0;?;11.0;0.0;6000.0;0.0;0.0;1500.0;0.0;?;?
power;?;?;0.0;0.0;?;?;0.0;6000.0;0.0;0.0;?;0.0;?;1.0
power;5.0;?;0.0;0.0;?;?;0.0;?;0.0;0.0;1500.0;0.0;?;1.0
